model,run,Lgain-Neut,Sgain-Neut,Lgain-Base,Sgain-Base
CueMod,01,3.2089740437865064,3.279550219264696,2.1796137877005637,2.364530694426846
AntMod,01,10.537464579356714,11.189905590860462,5.479488247017227,5.800113914263108
FixMod,01,3.013065216248423,3.185566727503349,3.1780514591989175,3.4642827733429633
CueMod,01,2.9785912158493257,2.8369980090684637,2.0742843275097864,2.249196351600534
AntMod,01,10.051503685053587,9.816299073436,4.845964015505085,5.500999948100532
FixMod,01,2.8933017159943546,2.896730588627808,2.829774716850424,3.2792766235625073
CueMod,01,2.755995597134157,2.5478064871132404,1.7947012556107909,1.9977114619024696
AntMod,01,9.304964232901394,9.273797171874678,3.7064356657758157,4.443402051518937
FixMod,01,2.691736368301255,2.7878737852455004,2.291934486382273,2.659378887466756
CueMod,01,2.68532023857288,2.531808422700451,1.7791768152033023,1.992463417594701
AntMod,01,9.032481071000324,9.230489864837041,3.675343197320038,4.439865880324953
FixMod,01,2.625375287154814,2.781143267231117,2.253204893684815,2.6524523005831675
CueMod,01,3.2089740437865064,3.279550219264696,2.1796137877005637,2.364530694426846
AntMod,01,10.537464579356714,11.189905590860462,5.479488247017227,5.800113914263108
FixMod,01,3.013065216248423,3.185566727503349,3.1780514591989175,3.4642827733429633
CueMod,01,2.9785912158493257,2.8369980090684637,2.0742843275097864,2.249196351600534
AntMod,01,10.051503685053587,9.816299073436,4.845964015505085,5.500999948100532
FixMod,01,2.8933017159943546,2.896730588627808,2.829774716850424,3.2792766235625073
CueMod,01,2.755995597134157,2.5478064871132404,1.7947012556107909,1.9977114619024696
AntMod,01,9.304964232901394,9.273797171874678,3.7064356657758157,4.443402051518937
FixMod,01,2.691736368301255,2.7878737852455004,2.291934486382273,2.659378887466756
CueMod,01,2.68532023857288,2.531808422700451,1.7791768152033023,1.992463417594701
AntMod,01,9.032481071000324,9.230489864837041,3.675343197320038,4.439865880324953
FixMod,01,2.625375287154814,2.781143267231117,2.253204893684815,2.6524523005831675
CueMod,01,3.2089740437865064,3.279550219264696,2.1796137877005637,2.364530694426846
AntMod,01,10.537464579356714,11.189905590860462,5.479488247017227,5.800113914263108
FixMod,01,3.013065216248423,3.185566727503349,3.1780514591989175,3.4642827733429633
CueMod,01,2.9785912158493257,2.8369980090684637,2.0742843275097864,2.249196351600534
AntMod,01,10.051503685053587,9.816299073436,4.845964015505085,5.500999948100532
FixMod,01,2.8933017159943546,2.896730588627808,2.829774716850424,3.2792766235625073
CueMod,01,2.755995597134157,2.5478064871132404,1.7947012556107909,1.9977114619024696
AntMod,01,9.304964232901394,9.273797171874678,3.7064356657758157,4.443402051518937
FixMod,01,2.691736368301255,2.7878737852455004,2.291934486382273,2.659378887466756
CueMod,01,2.68532023857288,2.531808422700451,1.7791768152033023,1.992463417594701
AntMod,01,9.032481071000324,9.230489864837041,3.675343197320038,4.439865880324953
FixMod,01,2.625375287154814,2.781143267231117,2.253204893684815,2.6524523005831675
CueMod,01,3.2089740437865064,3.279550219264696,2.1796137877005637,2.364530694426846
AntMod,01,10.537464579356714,11.189905590860462,5.479488247017227,5.800113914263108
FixMod,01,3.013065216248423,3.185566727503349,3.1780514591989175,3.4642827733429633
CueMod,01,2.9785912158493257,2.8369980090684637,2.0742843275097864,2.249196351600534
AntMod,01,10.051503685053587,9.816299073436,4.845964015505085,5.500999948100532
FixMod,01,2.8933017159943546,2.896730588627808,2.829774716850424,3.2792766235625073
CueMod,01,2.755995597134157,2.5478064871132404,1.7947012556107909,1.9977114619024696
AntMod,01,9.304964232901394,9.273797171874678,3.7064356657758157,4.443402051518937
FixMod,01,2.691736368301255,2.7878737852455004,2.291934486382273,2.659378887466756
CueMod,01,2.68532023857288,2.531808422700451,1.7791768152033023,1.992463417594701
AntMod,01,9.032481071000324,9.230489864837041,3.675343197320038,4.439865880324953
FixMod,01,2.625375287154814,2.781143267231117,2.253204893684815,2.6524523005831675
CueMod,01,3.2089740437865064,3.279550219264696,2.1796137877005637,2.364530694426846
AntMod,01,10.537464579356714,11.189905590860462,5.479488247017227,5.800113914263108
FixMod,01,3.013065216248423,3.185566727503349,3.1780514591989175,3.4642827733429633
CueMod,01,2.9785912158493257,2.8369980090684637,2.0742843275097864,2.249196351600534
AntMod,01,10.051503685053587,9.816299073436,4.845964015505085,5.500999948100532
FixMod,01,2.8933017159943546,2.896730588627808,2.829774716850424,3.2792766235625073
CueMod,01,2.755995597134157,2.5478064871132404,1.7947012556107909,1.9977114619024696
AntMod,01,9.304964232901394,9.273797171874678,3.7064356657758157,4.443402051518937
FixMod,01,2.691736368301255,2.7878737852455004,2.291934486382273,2.659378887466756
CueMod,01,2.68532023857288,2.531808422700451,1.7791768152033023,1.992463417594701
AntMod,01,9.032481071000324,9.230489864837041,3.675343197320038,4.439865880324953
FixMod,01,2.625375287154814,2.781143267231117,2.253204893684815,2.6524523005831675
